date;beta1;beta2;beta3;beta4;beta5;beta6;beta7;beta8;beta9;beta10
200410;0.0063;0.0011;0.0067;0.0038;-0.0163;0.0231;0.0163;0.0193;0.0462;0.0513
200411;0.0401;0.0446;0.0262;0.0534;0.052;0.0446;0.052;0.0478;0.0711;0.0549
200412;0.0389;0.0249;0.0275;0.0244;0.0335;0.0348;0.0465;0.0282;0.0497;0.0488
200501;-0.0206;-0.0204;-0.0053;-0.0023;-0.0231;-0.0156;-0.02;-0.0255;-0.0447;-0.0801
200502;0.0168;0.0311;0.047;0.0594;0.0229;0.0101;0.0049;-0.004;0.0173;-0.0079
200503;-0.0035;0.0031;-0.0277;-0.0191;-0.0402;0.0047;-0.0295;-0.0122;-0.0224;-0.0216
200504;-0.0012;-0.002;-0.0144;-0.0296;-0.0268;-0.0208;-0.043;-0.0077;-0.0523;-0.0544
200505;0.0171;0.023;0.015;0.0362;0.0394;0.0231;0.05;0.0375;0.0726;0.0934
200506;0.0021;0.01;0.0075;0.0195;0.0144;0.0028;-0.0003;0.0078;0.0043;-0.0022
200507;0.0112;0.0303;0.0265;0.0592;0.0506;0.0424;0.0611;0.0534;0.0719;0.0609
200508;-0.0217;-0.0136;0.0113;-0.002;-0.0116;-0.0018;-0.012;-0.0116;-0.0158;-0.0189
200509;-0.0011;-0.0009;0.0178;0.0158;0.0188;-0.0078;0.0019;0.0218;-0.0038;0.0194
200510;-0.0246;0.0013;-0.0329;-0.0103;-0.019;-0.0005;-0.0144;-0.0055;-0.0403;-0.0256
200511;0.0152;0.0248;0.0269;0.0327;0.0412;0.0514;0.051;0.0568;0.0723;0.0514
200512;0.017;0.0083;-0.0046;0.0062;-0.0033;-0.0185;-0.0018;0.0134;-0.0157;0.0002
200601;0.0282;0.0166;0.0328;0.0258;0.0276;0.0208;0.0535;0.0467;0.0213;0.0773
200602;0.0007;0.0002;-0.0097;0.0057;0.0115;-0.0078;-0.0008;0.008;-0.0051;0.0134
200603;0.0011;0.011;0.0122;0.0132;0.0287;0.0179;0.038;0.0298;0.0021;0.0439
200604;0.0049;0.0135;0.0218;0.0084;0.0098;-0.0077;0.0186;0.0301;0.0096;-0.005
200605;-0.0118;-0.0148;-0.0179;-0.019;-0.0253;-0.0378;-0.0382;-0.0467;-0.0427;-0.0773
200606;0.0049;0.0031;0.0068;0.0144;0;-0.0027;-0.004;-0.0064;-0.0037;-0.021
200607;0.0261;0.0304;-0.0027;0.0058;0.0152;-0.0388;-0.0154;-0.0167;-0.0472;-0.0795
200608;0.0338;0.0113;-0.0071;0.0262;0.0288;0.0151;0.0063;0.0236;0.0541;0.0664
200609;0.0175;0.0199;0.0106;0.0331;0.0088;0.0049;0.0413;0.0476;0.023;0.0239
200610;0.0224;0.032;0.0319;0.0381;0.027;0.0491;0.0355;0.0494;0.0414;0.0331
200611;-0.0037;0.0259;0.0336;0.0168;0.008;0.0337;0.0205;0.0452;0.0245;0.0321
200612;0.0125;0.0093;0.0065;0.0173;0.0377;0.003;0.0142;0.0163;0.0016;-0.0082
200701;0.0174;-0.0011;0.0046;0.0102;0.02;0.0263;0.0248;0.0245;0.0424;0.032
200702;-0.0178;-0.0216;-0.0158;-0.022;-0.0114;-0.0087;-0.0082;-0.0159;-0.0095;-0.0012
200703;0.001;0.0118;0.0242;0.0158;0.0205;0.0192;0.0029;0.0036;0.0108;0.0042
200704;0.0352;0.0455;0.0403;0.038;0.0337;0.0496;0.0458;0.0484;0.0617;0.0284
200705;0.0175;0.034;0.04;0.0362;0.033;0.0337;0.0527;0.0463;0.0495;0.0465
200706;-0.0261;-0.0166;-0.0078;-0.0135;-0.0294;-0.0153;-0.0165;-0.0165;-0.0011;-0.0038
200707;-0.0296;-0.0319;-0.0229;-0.0451;-0.0282;-0.0491;-0.0379;-0.0231;-0.0277;-0.0475
200708;0.0278;0.0196;0.0136;0.0174;0.0162;0.0056;0.0152;0.0155;-0.005;-0.0124
200709;0.0272;0.0325;0.0462;0.0297;0.0473;0.0213;0.0213;0.0456;0.0477;0.0416
200710;0.0196;0.013;0.0075;0.0347;0.0106;0.0257;0.0289;0.0116;0.0256;0.038
200711;0.0053;-0.0515;-0.0373;-0.0598;-0.0459;-0.0617;-0.043;-0.0534;-0.0729;-0.0836
200712;-0.0229;-0.0131;0.0144;-0.016;-0.0007;0.0173;-0.0122;0.0074;-0.0146;-0.0055
200801;-0.0343;-0.038;-0.0505;-0.0667;-0.0541;-0.0647;-0.1033;-0.0867;-0.0616;-0.0883
200802;-0.0376;-0.0198;-0.0113;-0.0461;-0.0193;-0.0488;-0.058;0.0002;-0.0406;-0.0001
200803;-0.0068;0.0066;-0.0197;0.0009;-0.0039;0.0144;0.0159;-0.0268;-0.015;-0.0365
200804;0.0288;-0.0031;0.0554;0.0496;0.042;0.0573;0.0771;0.0643;0.0839;0.0887
200805;0.0092;0.0056;0.0132;0.0093;0.0254;0.0273;0.0277;0.0406;0.0306;0.0583
200806;-0.0819;-0.084;-0.0546;-0.0911;-0.0679;-0.097;-0.112;-0.0727;-0.1169;-0.0705
200807;0.0055;-0.0178;-0.0284;0.0242;-0.012;0.021;0.0012;-0.0158;-0.0216;-0.0306
200808;0.0206;0.0086;0.0304;0.0016;0.0185;0.0322;0.0142;0.0024;0.0193;0.0135
200809;-0.0441;-0.0463;-0.05;-0.0636;-0.0897;-0.1343;-0.1639;-0.1362;-0.1839;-0.1942
200810;-0.1306;-0.1292;-0.153;-0.1677;-0.1716;-0.2092;-0.2507;-0.2256;-0.2152;-0.2501
200811;-0.037;-0.0257;-0.0587;-0.1178;-0.0913;-0.1065;-0.1288;-0.1089;-0.1556;-0.1476
200812;0.0053;-0.0034;-0.0019;0.0313;0.0142;0.0766;0.0198;0.0511;0.0399;0.0435
200901;-0.0626;-0.101;-0.1005;-0.066;-0.0833;-0.0802;-0.0989;-0.0607;-0.0253;-0.0411
200902;-0.0759;-0.1188;-0.1198;-0.0929;-0.0943;-0.1096;-0.1177;-0.0895;-0.0491;-0.0883
200903;0.0428;0.0707;0.0887;0.0749;0.105;0.1233;0.1292;0.1474;0.108;0.1305
200904;0.0261;0.0568;0.0934;0.1232;0.1117;0.1114;0.1797;0.133;0.2067;0.1966
200905;0.0571;0.0595;0.0247;0.0576;0.0456;0.0379;0.0381;0.0605;0.0598;0.06
200906;0.0012;-0.0051;-0.0033;-0.0117;0.0218;0.0154;0.0078;0.0028;0.02;0.0213
200907;0.0506;0.0442;0.0815;0.0753;0.0799;0.0876;0.1071;0.1513;0.1362;0.1911
200908;0.0019;0.0213;0.0253;0.0371;0.0304;0.053;0.0306;0.0613;0.1308;0.1406
200909;0.0179;0.0265;0.0209;0.038;0.0517;0.0683;0.0816;0.0687;0.0445;0.108
200910;-0.0121;-0.004;-0.0298;-0.0132;-0.0041;-0.0381;-0.0274;-0.0584;-0.0878;-0.1014
200911;0.0644;0.0517;0.0458;0.0539;0.061;0.0511;0.053;0.0507;0.0871;0.0584
200912;-0.0039;0.0173;0.0396;0.0334;0.037;0.0226;0.0487;0.0649;0.0313;0.0688
201001;-0.0225;-0.0222;-0.0213;-0.0458;-0.0403;-0.0374;-0.0586;-0.035;-0.0447;-0.0262
201002;0.0183;0.0106;0.0346;0.0485;0.0301;0.027;0.0569;0.0513;0.0696;0.0763
201003;0.0371;0.0452;0.0482;0.0541;0.0772;0.0879;0.0886;0.0704;0.0955;0.1271
201004;0.0002;0.0122;0.0084;0.0177;0.0311;0.0135;0.0425;0.0522;0.0516;0.0735
201005;-0.0596;-0.0679;-0.0599;-0.0935;-0.084;-0.0934;-0.0741;-0.0983;-0.1085;-0.1137
201006;-0.0299;-0.0298;-0.0293;-0.0741;-0.0688;-0.0777;-0.0752;-0.084;-0.0914;-0.1303
201007;0.0489;0.0554;0.0615;0.065;0.0784;0.0847;0.11;0.0664;0.1184;0.1168
201008;-0.0089;-0.0092;-0.0332;-0.0822;-0.0592;-0.0743;-0.0441;-0.0893;-0.0927;-0.0887
201009;0.058;0.0714;0.1059;0.0926;0.1218;0.1167;0.1342;0.1053;0.1109;0.163
201010;0.029;0.0262;0.0297;0.0393;0.0584;0.0539;0.0564;0.0048;0.058;0.0729
201011;-0.0049;-0.0087;-0.0003;-0.0004;0.0107;0.0093;0.0396;0.0208;0.0425;0.0535
201012;0.0434;0.0479;0.0632;0.0662;0.0732;0.0859;0.0774;0.1196;0.0974;0.0853
201101;0.0124;0.0056;0.0107;0.0309;0.027;0.0413;0.0282;0.0321;0.0175;0.0262
201102;0.0248;0.0424;0.0372;0.0139;0.0436;0.0471;0.0521;0.0421;0.0312;0.05
201103;0.0145;0.0135;0.0035;-0.0077;0.0015;-0.0004;0.019;-0.0042;0.003;-0.0015
201104;0.0417;0.0344;0.0494;0.037;0.0113;0.0035;0.0266;0.0129;0.0362;0.0371
201105;0.0015;0.009;-0.0032;-0.0243;-0.0168;-0.0267;-0.021;-0.0268;-0.0395;-0.0419
201106;-0.0182;-0.0107;-0.0139;-0.016;-0.0196;-0.0218;-0.0082;-0.0395;-0.0162;-0.0241
201107;-0.0234;-0.0271;-0.0207;-0.0193;-0.0331;0.0115;-0.0276;-0.0543;-0.0476;-0.0244
201108;-0.011;-0.0149;-0.0568;-0.0589;-0.08;-0.0668;-0.1033;-0.1275;-0.1393;-0.137
201109;-0.0257;-0.0421;-0.0495;-0.0711;-0.1024;-0.093;-0.1258;-0.153;-0.1609;-0.1657
201110;0.0615;0.0661;0.1057;0.1237;0.1459;0.1288;0.172;0.1742;0.2111;0.1989
201111;0.0175;0.0087;0.0136;-0.0087;-0.0079;-0.0108;-0.0123;-0.0385;-0.0375;-0.0342
201112;0.0341;0.0245;-0.0125;-0.0039;-0.0106;0.0138;0.0073;-0.0191;-0.0195;-0.0137
201201;0.0014;0.0097;0.0488;0.0784;0.0594;0.0702;0.0769;0.0996;0.1231;0.1212
201202;0.0145;0.025;0.0438;0.0506;0.0475;0.0803;0.0461;0.0701;0.0466;0.0855
201203;0.0211;0.0302;0.0362;0.0351;0.0195;0.0506;0.0129;0.0311;0.0341;0.0352
201204;0.0086;0.0046;-0.0022;-0.0122;-0.0129;-0.0215;-0.0063;-0.0413;-0.0302;-0.0035
201205;-0.0116;-0.0324;-0.0598;-0.0893;-0.0784;-0.0618;-0.0852;-0.098;-0.1327;-0.1252
201206;0.0467;0.0538;0.0348;0.039;0.0399;0.0213;0.0405;0.0402;0.0072;0.0311
201207;0.0263;0.0129;0.0086;-0.0177;0.0256;0.0035;0.0116;-0.0098;-0.0169;-0.0428
201208;-0.0068;0.0074;0.0197;0.0409;0.0578;0.0259;0.0443;0.054;0.0504;0.094
201209;0.0309;0.031;0.0149;0.0055;0.0321;0.0383;0.0185;0.0297;0.0394;0.0285
201210;-0.0118;-0.0184;-0.0127;-0.025;-0.0408;-0.0291;-0.0092;0.006;0.0183;0.0168
201211;-0.0004;0.0033;0.0181;0.0079;0.0043;0.0108;0.0243;0.0091;0.0001;0.0037
201212;-0.0123;-0.0046;0.01;0.0204;-0.0047;0.0307;0.03;0.0479;0.0759;0.0601
201301;0.0541;0.0662;0.0568;0.0587;0.0187;0.0703;0.077;0.0486;0.0589;0.1003
201302;0.0289;0.0132;0.0112;0.0086;0.0112;0.0118;-0.0036;-0.004;-0.0056;0
201303;0.0484;0.0491;0.0353;0.0384;0.0237;0.0333;0.0286;0.0496;0.0405;0.0535
201304;0.0267;0.0183;0.0113;0.0199;0.0153;0.0044;-0.0075;0.0076;0.0134;0.022
201305;-0.0084;-0.0023;0.0209;0.0548;0.0461;0.0578;0.0402;0.0684;0.0678;0.0535
201306;-0.0029;-0.0109;-0.008;-0.0049;-0.0283;-0.0128;-0.0166;-0.0215;-0.031;-0.0229
201307;0.0425;0.0515;0.0517;0.0637;0.0626;0.0579;0.0458;0.0636;0.0855;0.063
201308;-0.043;-0.0381;-0.0337;-0.0022;-0.0338;-0.0261;-0.0089;-0.0168;-0.0254;-0.0198
201309;0.0163;0.0257;0.0473;0.0321;0.0457;0.0432;0.0582;0.0532;0.0351;0.0804
201310;0.057;0.0262;0.0427;0.0577;0.0389;0.0391;0.0232;0.0433;0.0274;0.0454
201311;0.0237;0.0283;0.0385;0.0418;0.0328;0.0289;0.0217;0.0332;0.0456;0.0288
201312;0.0096;0.0172;0.0353;0.0248;0.0265;0.0348;0.0399;0.0316;0.0192;0.0581
201401;-0.0268;-0.0352;-0.0457;-0.0232;-0.0398;-0.0401;-0.0341;-0.0507;-0.0275;-0.0356
201402;0.032;0.0511;0.0398;0.0508;0.044;0.0456;0.06;0.0519;0.0491;0.0796
201403;0.007;0.0202;0.0086;-0.0061;0.0134;0.0119;-0.0035;0.0094;0.0014;-0.0154
201404;0.024;0.0154;-0.0117;0.0016;-0.0248;-0.0018;-0.0021;-0.0046;-0.0215;-0.0097
201405;0.0061;0.0073;0.0272;0.0416;0.0264;0.023;0.026;0.0192;0.0128;0.0106
201406;0.0097;0.019;0.0166;0.0217;0.0316;0.0311;0.0379;0.0591;0.0353;0.0333
201407;-0.0219;-0.0022;-0.0164;-0.0034;-0.0294;-0.0348;-0.0249;-0.0341;-0.0295;-0.0484
201408;0.0475;0.0491;0.0415;0.0351;0.0374;0.0404;0.0422;0.0409;0.0365;0.0723
201409;0.0045;-0.0032;-0.0297;-0.0084;-0.0168;-0.0449;-0.0317;-0.0534;-0.0564;-0.0652
201410;0.036;0.0385;0.036;0.0224;0.0306;0.0113;0.0025;0.0079;0.0006;-0.004
201411;0.0388;0.0253;0.0354;0.0405;0.0295;0.0177;-0.0161;0.008;-0.0213;0.009
201412;-0.0089;-0.0014;-0.008;0.0027;-0.0012;0.0192;0.0123;0.0048;-0.0095;0.0074
201501;-0.0043;-0.0022;-0.0136;-0.0339;-0.0558;-0.0381;-0.0774;-0.0616;-0.0542;-0.0837
201502;0.0238;0.0523;0.0646;0.0649;0.0845;0.0778;0.08;0.0799;0.0822;0.1039
201503;-0.01;-0.0064;-0.016;-0.0184;-0.0156;-0.0099;-0.0072;-0.0132;-0.0104;-0.0208
201504;-0.0099;-0.007;0.0098;0.0113;0.0152;0.003;0.0301;0.0206;0.0241;-0.0049
201505;0.0106;0.0328;0.0093;0.0193;0.0172;0.005;0.0125;0.0081;-0.0083;0.0044
201506;-0.0175;-0.0094;-0.0242;-0.0255;-0.0074;-0.0176;0.0034;-0.0123;-0.0153;-0.0328
201507;0.0584;0.0211;0.0329;0.0146;0.0059;0.0015;-0.0098;-0.0144;-0.006;-0.0626
201508;-0.0542;-0.0607;-0.05;-0.0556;-0.0691;-0.0649;-0.0579;-0.0725;-0.0753;-0.0665
201509;-0.0095;-0.0221;-0.0127;-0.0187;-0.0285;-0.0469;-0.0566;-0.0649;-0.07;-0.1133
201510;0.0681;0.0713;0.0738;0.0975;0.0816;0.0668;0.0944;0.079;0.0805;0.0578
201511;0.0047;-0.0042;0.0042;0.0077;0.0083;-0.0019;0.0066;0.0284;0.0238;-0.0012
201512;0.015;-0.0184;-0.0076;-0.0138;-0.0437;-0.0292;-0.0412;-0.0532;-0.0654;-0.0712
201601;-0.0081;-0.0486;-0.0568;-0.0413;-0.0608;-0.066;-0.1;-0.1073;-0.1252;-0.1423
201602;-0.0058;0.007;0.0139;-0.0064;-0.0046;0.0148;0.0136;-0.0129;-0.0208;-0.019
201603;0.0552;0.0567;0.066;0.0695;0.0714;0.0722;0.0714;0.089;0.1035;0.1069
201604;0.0083;-0.0305;-0.0025;0.0008;0.0184;0.0167;0.0343;0.0434;0.0383;0.0611
201605;0.0207;0.016;0.0167;0.0183;0.0185;0.022;0.0159;0.0174;0.0137;-0.0101
201606;0.0386;0.0055;0.0069;0.0019;-0.0109;-0.0132;-0.0321;-0.0417;-0.0501;-0.0154
201607;0.0139;0.0206;0.0558;0.0513;0.0182;0.063;0.0513;0.0578;0.0607;0.0788
201608;-0.0345;-0.0062;0.0098;0.0019;0.0169;0.0028;0.0091;0.0313;0.0659;0.0553
201609;-0.0046;-0.0003;0.0054;0.0048;-0.0218;0.005;0.0056;0.0142;0.0141;0.0352
201610;-0.0131;-0.0204;-0.0291;-0.0175;-0.0105;-0.0263;-0.0196;-0.0119;0.0037;-0.0958
201611;-0.0142;0.017;0.0259;0.055;0.0782;0.0668;0.0803;0.1273;0.1655;0.1603
201612;0.0356;0.0241;0.0105;0.0126;0.0218;-0.003;0.0155;0.0297;0.0278;-0.0146
201701;0.0126;0.0105;0.0304;0.0152;0.0263;0.0447;0.0241;0.0133;0.0101;0.0322
201702;0.033;0.0565;0.0309;0.0393;0.0289;0.0291;0.0195;0.0303;0.0393;0.0217
201703;0.0007;0.0046;0.0086;0.0071;-0.0081;0.0061;-0.0006;-0.0134;-0.0121;-0.0063
201704;0.0111;0.0047;0.0271;0.0165;0.0131;0.0091;0.0083;0.0042;-0.0052;-0.022
201705;0.0218;0.0234;0.0216;0.0153;-0.0087;0.0054;0.0027;-0.025;-0.0145;-0.0289
201706;-0.0216;-0.0023;0.0009;0.0062;0.028;0.0278;0.0235;0.0469;0.0437;0.0395
201707;0.0214;0.0263;0.0133;0.0171;0.031;0.0182;0.0112;0.0062;0.0251;0.0356
201708;0.0031;-0.006;0.0057;0.0205;0.0056;-0.0157;-0.0047;-0.0093;-0.0183;0.0108
201709;-0.0057;0.0074;0.024;0.0082;0.038;0.0279;0.0505;0.0717;0.0737;0.0667
201710;0.029;0.0071;0.0285;0.0334;0.0265;0.0121;0.0107;0.0323;0.0239;-0.0073
201711;0.0302;0.0549;0.0329;0.0239;0.0291;0.0239;0.0294;0.0293;0.0362;0.0399
201712;-0.0086;0.0122;0.0129;0.0038;0.0178;0.0208;0.0097;0.0213;0.0169;0.024
201801;0.0108;0.0442;0.0457;0.0622;0.0624;0.0853;0.0566;0.0701;0.0573;0.0757
201802;-0.0387;-0.048;-0.0454;-0.0263;-0.027;-0.0402;-0.0503;-0.0151;-0.0214;-0.0669
201803;-0.0119;-0.0109;-0.0133;-0.0333;-0.0113;-0.0327;-0.0098;-0.0371;-0.0239;-0.0112
201804;0.0173;-0.013;0.0133;-0.0034;-0.0116;0.0242;0.0257;-0.0009;-0.0008;0.0167
201805;0.0277;0.0085;0.0201;0.047;0.0417;0.0155;0.0279;0.0087;0.0295;0.0724
201806;0.0197;0.0189;0.009;0.0032;-0.002;0.0189;0.0005;-0.0207;-0.0248;-0.0049
201807;0.0202;0.0272;0.0168;0.0516;0.0373;0.032;0.0396;0.043;0.0389;0.0237
201808;0.0311;0.0203;0.0311;0.0332;0.0291;0.078;0.0196;0.05;0.0202;0.0621
201809;0.0019;0.0092;0.0044;0.0092;0.0187;-0.0012;0.0014;-0.0087;-0.0265;-0.0189
201810;-0.0039;-0.0221;-0.0543;-0.0729;-0.1084;-0.065;-0.071;-0.1224;-0.0992;-0.1713
201811;0.0193;0.0178;0.0199;0.0433;0.0234;-0.0527;0.0388;0.0312;0.0241;-0.0176
201812;-0.0641;-0.0752;-0.0985;-0.0806;-0.081;-0.0983;-0.1079;-0.1163;-0.1259;-0.1426
201901;0.0452;0.0652;0.0916;0.0671;0.0844;0.0694;0.0994;0.1184;0.1225;0.1758
201902;0.0407;0.03;0.0253;0.0382;0.0432;0.0443;0.058;0.0128;0.0291;0.073
201903;0.0307;0.0239;0.0153;0.0248;0.0095;0.0292;-0.0184;0.008;-0.026;-0.0028
201904;0.0119;0.0203;0.0305;0.0423;0.0324;0.076;0.0383;0.068;0.072;0.0114
201905;-0.0255;-0.0423;-0.0451;-0.053;-0.0837;-0.0945;-0.0778;-0.0873;-0.111;-0.0926
201906;0.0447;0.059;0.0691;0.0617;0.0842;0.096;0.0833;0.079;0.078;0.0997
201907;0.0208;0.0115;-0.0012;0.0331;0.0165;0.0107;0.0086;0.0222;0.0081;0.0037
201908;0.019;0.0087;-0.0166;-0.0293;-0.023;-0.0223;-0.0456;-0.041;-0.0696;-0.0674
201909;0.0144;0.0128;0.0117;0.0181;0.0167;0.003;0.0499;0.0294;0.0339;-0.0146
201910;0.0132;0.0132;0.0158;0.0183;0.0187;0.019;0.027;0.0484;0.0438;0.0346
201911;0.0006;0.022;0.0332;0.0327;0.0473;0.0435;0.0541;0.0572;0.0661;0.0925
201912;0.0318;0.0204;0.0299;0.0235;0.0224;0.022;0.0243;0.0483;0.0449;0.0481
202001;0.011;-0.0153;0.0005;-0.0063;0.012;0.0023;-0.0304;0.0352;-0.0447;-0.0048
202002;-0.076;-0.0818;-0.0743;-0.0889;-0.0643;-0.0844;-0.092;-0.0933;-0.0971;-0.0288
202003;-0.0918;-0.0963;-0.1209;-0.1428;-0.1104;-0.1498;-0.2278;-0.0931;-0.227;-0.1732
202004;0.0825;0.0938;0.1227;0.1324;0.1416;0.1347;0.1289;0.196;0.1589;0.206
202005;0.0348;0.0267;0.0425;0.0548;0.043;0.0788;0.0729;0.0501;0.0711;0.1389
202006;-0.0196;-0.014;-0.0087;-0.0015;0.0465;0.0115;0.0254;0.1042;0.0462;0.0759
202007;0.0557;0.0456;0.0681;0.0336;0.0441;0.1101;0.0552;0.0309;0.0374;0.0673
202008;0.0208;0.0491;0.0765;0.0641;0.0931;0.1692;0.0991;0.0515;0.0586;0.0838
202009;-0.0138;-0.0131;-0.0505;-0.0446;-0.0308;-0.0741;-0.0247;-0.0453;-0.0344;-0.0141
202010;-0.0241;-0.0358;-0.0278;-0.0001;-0.0305;-0.0323;-0.0224;0.0058;0.0342;0.0205
202011;0.0558;0.0937;0.0813;0.1237;0.1642;0.1706;0.1631;0.2003;0.2135;0.2707
202012;0.0147;0.0283;0.0372;0.0328;0.0511;0.1004;0.0525;0.0928;0.0618;0.0692
202101;0.0012;-0.0241;-0.0044;-0.0131;-0.0296;0.0156;0.0011;0.0194;-0.0011;0.0783
202102;-0.0392;0.0139;0.0114;0.0736;0.0804;-0.0112;0.0981;0.1176;0.1091;0.0645
202103;0.0696;0.0659;0.0327;0.0388;0.0303;0.012;0.0185;0.0376;0.0071;-0.0444
202104;0.0162;0.0419;0.0625;0.0658;0.0616;0.0548;0.0568;0.0457;0.0441;0.0394
202105;0.0192;0.0148;-0.0133;0.0151;0.0038;-0.0196;0.0262;0.0263;0.0168;-0.0319
202106;0.0054;-0.0045;0.0428;0.0222;-0.0001;0.0499;0.0423;-0.0016;0.0203;0.0899
